职位标题,薪资,薪资单位,结算方式,公司名称,发布时间,职位详情,职位链接
招聘  临时工,17,小时,月结,深圳百达信息咨询有限公司,04-14,"大量招聘临时工    包吃住长白班工期两个月，工期做完，人走账清！环境好，做事简单！月综合工资5000元左右


禁止转载

联系我时请说明在1010兼职网看到的
联系人：蒋先生
公司地址：深圳市龙华新区观澜街道新田新湖南街5号202房 [交通地图]
手机：134 1033 ****点击查看完整电话
微信：13410338283
提示：请不要交钱给任何单位",https://sz.1010jz.com/gongren/a1721940.html
观澜电子厂招聘,20,小时,月结,深圳百达信息咨询有限公司,04-12,"【公司简介】：主要从事手机组装，包装，男女不限，无明显黄发及纹身。两班倒坐班，空调车间。企业环境优美，做事轻松易留人。
时薪20元/时
【需求数量】：200
【上班模式】：长白+两班倒
【年龄要求】：16-40
【文化程度】：初中以上
【福利待遇】：饭票一餐补贴6元，12元/天，包住，水电费平摊，24小时热水，空调宿舍。
【员工必备】：本人身份证、学生证，复印件3张，一寸照片2张（需蓝底），黑色笔一支（要会写字），员工需体检，
禁止转载

联系我时请说明在1010兼职网看到的
联系人：彭先生
公司地址：深圳市龙华新区观澜街道新田新湖南街5号202房 [交通地图]
手机：134 2513 ****点击查看完整电话
微信：13425131361
提示：请不要交钱给任何单位",https://sz.1010jz.com/gongren/a1717138.html
3月20日家电展收名片,180,天,日结,义乌市贸义星展览有限公司,03-19,"展会兼职
拍摄展馆外和展馆入口现场氛围视频
拍摄展馆入口企业墙和活动墙图片
拍摄展馆内部大通道从头到尾现场企业视频（要体现出企业名称）
拍展会现场人流量多的视频
展馆内名片收取，所有企业的所有名片收到位
给展商发我们邮寄的资料宣传单（需要拍视频）
禁止转载

联系我时请说明在1010兼职网看到的
联系人：鲍勃
公司地址：金华市义乌江东 [交通地图]
手机：138 0677 ****点击查看完整电话
微信：ywmyx56789
提示：请不要交钱给任何单位，谨防：会员卡费、押金、保证金",https://sz.1010jz.com/paifa/a1800882.html
新田设备厂招聘日结工,17,小时,日结,深圳百达信息咨询有限公司,03-12,"新田设备厂招聘日结临时工  时薪17元每小时。工资日结  下班结清工资。
禁止转载

联系我时请说明在1010兼职网看到的
联系人：郭小姐
公司地址：深圳市龙华新区观澜街道新田新湖南街5号202房 [交通地图]
手机：188 2287 ****点击查看完整电话
微信：18822876392
提示：请不要交钱给任何单位",https://sz.1010jz.com/gongren/a1794866.html
沙井 塘尾手表厂日结,230,天,日结,深圳市凯捷劳务派遣有限公司,05-06,"打螺丝  组装 包装 
禁止转载

联系我时请说明在1010兼职网看到的
联系人：
公司地址：深市市 [交通地图]
手机：151 1248 ****点击查看完整电话
微信：zxcv8090qwe
提示：请不要交钱给任何单位",https://sz.1010jz.com/gongren/a1800916.html
福永 沙井电子厂日结,300,天,日结,深圳市凯捷劳务派遣有限公司,05-06,"工厂做手机屏幕  全检 测试 QS 独立岗位
禁止转载

联系我时请说明在1010兼职网看到的
联系人：
公司地址：深市市 [交通地图]
手机：151 1248 ****点击查看完整电话
微信：zxcv8090qwe
提示：请不要交钱给任何单位",https://sz.1010jz.com/gongren/a1800915.html
6号东莞凤岗碧湖圆通日结有宿舍,234,天,日结,深圳市信达人力资源管理有限公司,05-06,"东莞凤岗碧湖大道圆通有宿舍，20-48岁，男女都要，日结18块一个小时，18：00-6:00（12小时216块）有食堂，晚上5点翼达龙科技园集合，保险一天3块
禁止转载

联系我时请说明在1010兼职网看到的
联系人：黄
公司地址：深圳市罗湖清水河街道 [交通地图]
手机：185 6588 ****点击查看完整电话
微信：if5015
提示：请不要交钱给任何单位",https://sz.1010jz.com/jiazheng/a1798415.html
车站进闸安检，包吃住,270,天,月结,广东云穗商务服务有限公司,05-06,"一、基本要求：
1、男女不限，经验不限；
2、身体健康，服从安排；
3、持本人有效身份证原件。
二、主要工作：
1、在入站口、查票、查证件；
2、扫描检查，维持正常秩序；
3、市内线路站点，均可安排。
三、薪资福利：
1、薪酬待遇：280-300元/1天；
2、公司包吃住，统一购买保险；
3、每月20号发工资，月休4天。

禁止转载

联系我时请说明在1010兼职网看到的
联系人：林小姐
公司地址：广州市科学城高新技术开发区 [交通地图]
微信：88393319
提示：请不要交钱给任何单位",https://sz.1010jz.com/anbao/a1799854.html
招宝安区松岗驻店理货员,4000,月,月结,深圳市鑫盛双龙贸易有限公司,05-06,"招聘调味料驻店理货员
工资待遇：底薪+提成+二档社保，做六休一（综合工资4千以上）
要求：年龄：22~48岁.女
有驻店经验。
2、负责超市、上货、下订单，管理好商品排面；做促销活动，会叫卖。
3、需要做事细心，有责任心，能服从公司安排
4、上班地点：
1家和购超市(江边店)
宝安区松岗街道江边社区沙朗路91号一期A栋101
上班时间：
8：00-12：00
16：00-20：30
确定能做的在联系：谭女士，联系电话微信同步
禁止转载

联系我时请说明在1010兼职网看到的
联系人：谭女士
公司地址：龙岗区布吉 [交通地图]
手机：136 8955 ****点击查看完整电话
微信：13689557679
提示：请不要交钱给任何单位，谨防：会员卡费、押金、保证金",https://sz.1010jz.com/cuxiao/a1793779.html
6号华强北地铁站附近圆通日结,170,天,日结,深圳市信达人力资源管理有限公司,05-06,"福田华强北地铁站附近圆通兼职日结，18-50岁，男女都要，日结17块一小时。19:30-5:30（10小时170块）晚上到华新A导航到定位，，保险一天3块，
禁止转载

联系我时请说明在1010兼职网看到的
联系人：袁生
公司地址：深圳市罗湖清水河街道 [交通地图]
手机：136 8883 ****点击查看完整电话
微信：if8254
提示：请不要交钱给任何单位",https://sz.1010jz.com/jiazheng/a1796004.html
6号布吉南岭村圆通日结,216,天,日结,深圳市信达人力资源管理有限公司,05-06,"布吉南岭附近圆通日结有食堂夜宵有宿舍，男女都要，日结18块一个小时
B班17:30-5:30（12小时216块）到南岭花园总站公交站导航到定位集合，可以晚点到.
禁止转载

联系我时请说明在1010兼职网看到的
联系人：袁
公司地址：深圳市罗湖清水河街道 [交通地图]
手机：185 2081 ****点击查看完整电话
微信：if2066
提示：请不要交钱给任何单位",https://sz.1010jz.com/jiazheng/a1798047.html
高铁站务员管食宿,270,天,月结,华铁商务（广州）有限公司,05-06,"一、基本要求：
1、男女不限，经验不限；
2、身体健康，服从安排；
3、持本人有效身份证原件。
二、主要工作：
1、负责安检、查票、查证件；
2、仪器检测，维持正常秩序；
3、工作非常轻松，简单易学。
三、薪资福利：
1、综合月薪：4560-6350元；
2、包吃住，免费发放床上用品；
3、每月15号发工资，月休8天。

禁止转载

联系我时请说明在1010兼职网看到的
联系人：陈先生
公司地址：广州市东圃黄村 [交通地图]
微信：lika3638
提示：请不要交钱给任何单位",https://sz.1010jz.com/anbao/a1799855.html
龙华大浪周结打包工,17,小时,周结,深圳市臻德科技有限公司,05-06,"龙华大浪羊台山附近（龙胜地铁站附近）电商物流打包工（手工活）10月7号开始，每小时17元，9:00-20:30，每天10个小时，工资周结（周六晚下班全结，不压工资），可长期做，不要左撇子，男女生都要，最少做2周以上，有意向的随时联系我，罗先生微信同步(没有吃住）
禁止转载

联系我时请说明在1010兼职网看到的
联系人：罗先生
公司地址：深圳市龙岗区塘坑路龙塘商务中心 [交通地图]
手机：158 8947 ****点击查看完整电话
微信：15889478534
提示：请不要交钱给任何单位",https://sz.1010jz.com/jiazheng/a1733627.html
龙华大浪周结打包分拣工,170,天,周结,深圳市臻德科技有限公司,05-06,"周结！明天开始上班，龙华大浪羊台山附近（龙胜地铁站、元芬村地铁站附近）电商小件物品打包工（手工活），每小时17元，9:00-20:30，每天10个小时，一天170，工资周结（周六下班全结），可长期做，18-35岁，有意向的随时联系我，麻烦有朋友想做帮忙推荐下，谢谢！罗先生15889478534微信同步(没有吃住）
禁止转载

联系我时请说明在1010兼职网看到的
联系人：罗先生
公司地址：深圳市龙岗区塘坑路龙塘商务中心 [交通地图]
手机：158 8947 ****点击查看完整电话
微信：15889478534
提示：请不要交钱给任何单位",https://sz.1010jz.com/jiazheng/a1800700.html
聘幼小女托管（短期）和女助教（长期）老师,50,小时,周结,深圳市宏钦文化传媒有限公司,05-06,"  岗位有学历限制，要求大专及以上学历，擅长英语单科、并且能纯英教学的教员，以及有国外留学背景且雅思（托福）取得高分者，可以按2 - 3倍发放工资。请有意应聘的朋友，直接微肖女士报名。公司直招，不收取任何押金和保证金。具体在面试时，负责人会和你面议并进行答疑。
一、工作内容：小学生（假期作业辅导、陪读伴学，接受暑假短期1个多月的兼职）；
中学生（助教，协助主教老师开展教学工作，要求能长期稳定兼职，至少一个完整学期，只接受开学以后，人仍在深圳的在读大学生或毕业生）；
二、工作时间：每天2 - 6小时，视安排学生的情况不同而不同（作业辅导的时长一般是2小时，陪读伴学一般是半天，助教一般是全天6个小时），会提前告知你时间和学生情况，可以双方再沟通具体时间；
三、薪资待遇：小学生（30元/时）、初中生（40元/时）、高中生（50元/时）；
四、工作地点：定点（公司自有上课点）或外派上门(学生家），以龙华、福田、南山居多。
禁止转载

联系我时请说明在1010兼职网看到的
联系人：肖女士
公司地址：（龙华分教点）龙华区大浪街道和平西路龙军花园A1A2栋3单元2025-2026 [交通地图]
微信：zhi_bo_hao2
提示：请不要交钱给任何单位",https://sz.1010jz.com/laoshi/a1800633.html
招兼职女坐班（室内文职）人员多名！次日结,200,天,日结,深圳市宏钦文化传媒有限公司,05-06,"能兼职满半年的人员，公司可以开具履历证明一份； 
公司直招，不收取任何押金和保证金。有意者，直接找肖女士咨询和报名。

一、工作待遇：次日结（时薪25元）+ 餐补40 + 车补（限公交、地铁和共享单车）；
二、工作地点：1、龙华区大浪街道龙平社区龙军商务中心；
              2、恒大时尚慧谷大厦
三、工作时间：周一至周五上午9：30 - 12:30，下午2:30  - 5:30； 
四、工作内容：文职（录资料、校对文字、word排版）；
五、报名须知：
1. 短期固定（最短2个月，最长6个月，要求在2 - 6个月内，坐班时间能相对稳定，无大波动）；
2. 可以考虑在深圳就读的大学生，学校课表出来后，再全员汇总进行排班；
3. 上交彩色大一寸相片2张（分别用于制作造梦团队和公司的工作证各一张），佩戴公司工卡上班；
4. 打字速度达标一般初级水平（每分钟60 - 100个字，且正确率高）；
禁止转载

联系我时请说明在1010兼职网看到的
联系人：肖女士
公司地址：（龙华分教点）龙华区大浪街道和平西路龙军花园A1A2栋3单元2025-2026 [交通地图]
微信：zhi_bo_hao2
提示：请不要交钱给任何单位",https://sz.1010jz.com/wenmi/a1800634.html
